Id,Code,Name,Category,Price,Stock
2159,FOO-4811,Gaming Chair,Furniture,599.19,545
2160,FOO-4624,Computer Desk,Furniture,418.55,585
2161,PSU-9013,Case Fan 32GB,Components,902.97,482
2162,MAT-2121,Office Chair,Furniture,421.8,251
2163,USB-7967,External HDD,Storage,740.89,623
2164,NAS-7747,SD Card 256GB,Storage,725.28,48
2165,ROU-6215,Modem,Networking,402.07,361
2166,HDD-4510,NAS 1TB,Storage,29.27,832
2167,FAN-2297,Thermal Paste,Components,773.42,619
2168,ROU-2743,WiFi Router,Networking,443.4,758
2169,EAR-3553,Microphone Pro,Audio,438.38,460
2170,WEB-301,Scanner,Peripherals,578.8,828
2171,FOO-5851,Armrest Adjustable,Furniture,389.49,314
2172,NAS-3433,NAS 256GB,Storage,876.76,981
2173,MOT-1595,PC Case 8-Core,Components,584.69,481
2174,CHI-587,Footrest,Furniture,712.41,215
2175,CHI-7801,Office Chair Electric,Furniture,274.4,455
2176,SWI-9743,WiFi Router AC1200,Networking,314.5,295
2177,PEN-1250,Gaming Mouse,Peripherals,110.99,533
2178,HEA-4831,Microphone Pro,Audio,172.88,584
2179,NAS-8524,External HDD,Storage,345.44,43
2180,CAB-2200,Network Switch AX6000,Networking,357.25,734
2181,MOT-5130,Fan Controller 750W,Components,188.72,83
2182,SOU-3523,Speaker RGB,Audio,268.43,434
2183,CAB-545,WiFi Router 8-Port,Networking,124.22,435
2184,PSU-666,DDR4 RAM,Components,1056.1,165
2185,RAM-1171,Fan Controller,Components,1150.06,398
2186,ADU-3563,WiFi Extender,Networking,16.93,807
2187,PRI-1737,Drawing Tablet Pro,Peripherals,334.64,953
2188,AMP-7348,Soundbar Studio,Audio,450.07,365
2189,GAM-1431,Projector 32,Displays,1730.61,107
2190,SSD-1670,RAID Enclosure,Storage,524.87,106
2191,PRI-8582,Wireless Mouse,Peripherals,139.29,186
2192,DES-5382,Convertible Laptop,Computers,1693.83,724
2193,EXT-9249,USB Adapter,Networking,385.82,788
2194,SSD-8926,SSD,Storage,300.57,484
2195,TAB-4828,Mechanical Keyboard Pro,Peripherals,256.83,980
2196,PRI-9895,Webcam Compact,Peripherals,374.73,290
2197,CHR-629,Ultrabook 21,Computers,1224.67,417
2198,WEB-8879,Trackball Mouse Compact,Peripherals,106.98,858
2199,EAR-7946,Desktop Speakers,Audio,417.27,944
2200,DOC-2045,Wrist Rest,Accessories,97.96,27
2201,COO-1962,Thermal Paste,Components,470.55,763
2202,FOO-7140,Computer Desk,Furniture,597.67,601
2203,STA-9765,Cable Organizer,Accessories,230.68,715
2204,SCA-4726,Video Capture Card Plus,Peripherals,260.98,463
2205,PRO-948,Ultra Monitor 27,Displays,460.46,134
2206,SWI-7024,WiFi Card 16-Port,Networking,222.36,806
2207,HDD-1285,SSD,Storage,336.78,498
2208,USB-5855,SD Card,Storage,168.83,567
2209,WRI-9710,Laptop Stand,Accessories,336.9,112
2210,MIN-3005,Gaming Laptop 24,Computers,1018.2,460
2211,ADU-3738,WiFi Extender AC1900,Networking,155.61,40
2212,CLN-574,Wireless Charger Premium,Accessories,210.28,971
2213,CUR-7054,Gaming Monitor,Displays,653.29,928
2214,CHI-1444,Desk Organizer,Furniture,641.37,487
2215,CUR-3448,Projector,Displays,1730.89,326
2216,GAM-8515,Mini Projector 24,Displays,158.18,120
2217,MOT-6465,CPU Cooler 750W,Components,1027.36,470
2218,MIC-1998,Studio Microphone Plus,Audio,590.74,319
2219,STA-9733,Cable Organizer,Accessories,147.36,810
2220,MIC-8914,Speaker Wireless,Audio,87.05,87
2221,COO-8324,Thermal Paste,Components,367.27,697
2222,HDD-5286,MicroSD Card,Storage,389.33,472
2223,ARM-4285,Standing Desk Racing,Furniture,636.05,417
2224,CHA-8614,LED Lights,Accessories,138.9,714
2225,NAS-3252,MicroSD Card 4TB,Storage,425.11,576
2226,HDD-3569,Internal HDD 1TB,Storage,225.31,522
2227,AMP-6945,Soundbar 5.1,Audio,231.31,296
2228,WEB-7928,Mechanical Keyboard Compact,Peripherals,623.93,228
2229,PRO-7858,Gaming Monitor,Displays,1459.72,488
2230,CSE-017,DDR5 RAM,Components,963.71,926
2231,SCA-9863,Wireless Mouse Plus,Peripherals,81.62,216
2232,SSD-7317,NAS,Storage,465.32,654
2233,CAS-106,HDMI Splitter Premium,Accessories,361.0,225
2234,CSE-9083,Graphics Card,Components,369.94,244
2235,CSE-9789,CPU Cooler 32GB,Components,1160.95,522
2236,EAR-2204,Soundbar,Audio,357.8,142
2237,DOC-3417,HDMI Splitter Pro,Accessories,188.94,930
2238,GAM-562,Gaming Monitor 15.6,Displays,307.41,293
2239,KVM-7248,Cable Organizer,Accessories,301.67,432
2240,FOO-3594,Desk Organizer Electric,Furniture,214.12,872
2241,ROU-3899,WiFi Extender,Networking,178.79,441
2242,MOU-2893,Numeric Keypad Standard,Peripherals,649.78,492
2243,FAN-3950,Graphics Card,Components,451.21,399
2244,WOR-6750,Chromebook 13,Computers,2252.84,128
2245,MEM-6267,USB Flash Drive,Storage,721.16,885
2246,LIG-6254,Card Reader Wireless,Accessories,369.36,338
2247,ARM-7034,Computer Desk Ergonomic,Furniture,349.7,960
2248,MAT-2192,Standing Desk,Furniture,128.09,987
2249,KEY-2390,Wireless Keyboard Pro,Peripherals,20.61,839
2250,ARM-3184,Office Chair,Furniture,387.92,908
2251,SOU-2667,Soundbar Wireless,Audio,518.69,63
2252,HEA-8019,Gaming Headset Studio,Audio,266.77,631
2253,MOT-467,AIO Cooler,Components,427.12,717
2254,SPL-1719,Laptop Case Plus,Accessories,225.97,622
2255,AMP-3228,Amplifier,Audio,101.87,99
2256,LAP-8445,Chromebook 17,Computers,613.18,282
2257,CSE-5718,Case Fan 650W,Components,211.15,348
2258,PEN-463,Wireless Keyboard,Peripherals,512.82,141
2259,MIN-6387,Ultrabook 17,Computers,775.74,63
2260,USB-757,NVMe SSD 128GB,Storage,797.41,142
2261,SPE-6927,Amplifier 2.1,Audio,208.52,571
2262,ROU-5957,Modem,Networking,438.49,111
2263,CAB-4493,WiFi Router 8-Port,Networking,451.2,854
2264,LAP-6143,Laptop Pro,Computers,1545.69,223
2265,USB-9844,External HDD 128GB,Storage,655.17,183
2266,COO-8219,Thermal Paste,Components,990.03,833
2267,CHR-4334,Student Laptop 17,Computers,328.52,274
2268,ADU-6891,WiFi Card AC1200,Networking,482.16,984
2269,PSU-9126,CPU Cooler,Components,1006.47,782
2270,SOU-4936,Bluetooth Speaker Plus,Audio,198.52,235
2271,PRO-1002,Gaming Monitor,Displays,1489.37,894
2272,MAT-6125,Office Chair Electric,Furniture,702.23,490
2273,COO-5379,DDR5 RAM,Components,333.17,261
2274,CHI-4649,Desk Organizer,Furniture,508.25,219
2275,SWI-855,USB Adapter 16-Port,Networking,312.52,282
2276,HEA-6509,Soundbar 5.1,Audio,355.44,684
2277,COO-6743,DDR5 RAM 32GB,Components,244.64,3
2278,MIC-082,Studio Microphone Plus,Audio,83.87,158
2279,MAT-1958,Footrest Executive,Furniture,50.48,168
2280,USB-843,Internal HDD,Storage,57.28,46
2281,HEA-5204,Soundbar Wireless,Audio,278.74,83
2282,SSD-9438,NAS,Storage,82.02,404
2283,AMP-5829,Headphones,Audio,163.23,244
2284,STA-7774,Cleaning Kit Plus,Accessories,356.06,645
2285,HEA-2606,Amplifier Studio,Audio,99.93,23
2286,REA-123,Laptop Case RGB,Accessories,49.52,811
2287,MIN-2594,Student Laptop 24,Computers,1526.05,96
2288,SPE-8940,Studio Microphone,Audio,337.8,579
2289,HUB-881,Tablet Holder Portable,Accessories,388.95,351
2290,LAP-7080,Laptop Air 17,Computers,1276.24,373
2291,EAR-1828,Amplifier 5.1,Audio,35.99,909
2292,ARM-4395,Office Chair Adjustable,Furniture,309.31,250
2293,GAM-2486,Mini Projector 21,Displays,273.25,813
2294,DOC-8136,KVM Switch Pro,Accessories,299.64,89
2295,CHI-7692,Office Chair Ergonomic,Furniture,702.26,276
2296,MOU-1086,Drawing Tablet Standard,Peripherals,206.56,479
2297,MEM-7841,SD Card,Storage,594.36,229
2298,SOU-384,Amplifier,Audio,269.07,753
2299,FOO-7480,Standing Desk,Furniture,671.34,68
2300,MOD-1564,Powerline Adapter AC1900,Networking,480.09,306
2301,WRI-1266,Cable Organizer Portable,Accessories,75.36,317
2302,KEY-9888,Ergonomic Mouse Plus,Peripherals,343.67,367
2303,FOO-6919,Computer Desk,Furniture,172.13,407
2304,CSE-3927,DDR5 RAM 750W,Components,1397.76,439
2305,SSD-3833,RAID Enclosure 128GB,Storage,740.13,282
2306,CAB-1671,Laptop Bag,Accessories,319.33,6
2307,FOO-1430,Footrest,Furniture,87.59,417
2308,CHA-4084,Cable,Accessories,395.83,49
2309,FOO-6886,Desk Organizer Executive,Furniture,310.48,49
2310,HDD-1389,NVMe SSD,Storage,70.76,111
2311,ROU-3346,Modem 16-Port,Networking,295.16,520
2312,MOU-5353,Trackball Mouse,Peripherals,379.92,867
2313,POR-2921,Curved Monitor 32,Displays,550.47,391
2314,CHI-736,Computer Desk,Furniture,670.69,860
2315,CAP-4874,Stylus Pen,Peripherals,313.08,250
2316,RAI-766,NVMe SSD 16TB,Storage,798.43,527
2317,POR-8077,Portable Monitor 15.6,Displays,434.91,631
2318,DES-2209,Desk Mat,Furniture,104.95,634
2319,FAN-1523,DDR5 RAM 16GB,Components,486.38,704
2320,RAM-2216,Fan Controller,Components,772.06,854
2321,DOC-8556,Tablet Holder,Accessories,166.26,561
2322,SPE-6260,Bluetooth Speaker,Audio,160.61,721
2323,MEM-4866,Portable SSD 16TB,Storage,809.8,702
2324,FAN-4694,Fan Controller 4-Core,Components,1161.1,635
2325,MOD-1982,Mesh WiFi AC1900,Networking,98.88,319
2326,CSE-6455,Processor 4-Core,Components,271.79,747
2327,DOC-945,Mouse Pad,Accessories,280.09,864
2328,FOO-3934,Armrest Executive,Furniture,367.8,122
2329,MAT-724,Computer Desk,Furniture,771.14,922
2330,USB-5446,NVMe SSD,Storage,803.35,333
2331,SSD-1380,NVMe SSD,Storage,416.48,774
2332,AIO-9051,Laptop Air,Computers,1742.71,414
2333,ROU-6568,Network Switch,Networking,102.19,903
2334,TAB-2329,Scanner Pro,Peripherals,457.31,209
2335,SPE-1342,Wireless Headphones Pro,Audio,106.14,272
2336,PRI-5547,Webcam Wireless,Peripherals,256.66,46
2337,ARM-3300,Office Chair Racing,Furniture,772.54,701
2338,DES-8282,Monitor Riser Executive,Furniture,592.27,858
2339,HDD-6223,Internal HDD 16TB,Storage,615.21,864
2340,SWI-2280,WiFi Card AX6000,Networking,107.59,890
2341,POR-3324,Touch Monitor 43,Displays,677.02,48
2342,MAT-8583,Standing Desk Adjustable,Furniture,69.23,423
2343,HDD-8345,NAS 4TB,Storage,694.63,996
2344,MIN-9581,Business Laptop 21,Computers,1461.23,244
2345,TAB-7551,Mini PC,Computers,2122.01,430
2346,CHR-4491,Convertible Laptop,Computers,2645.2,352
2347,MIC-6937,Microphone Wireless,Audio,576.62,869
2348,CUR-2761,Ultra Monitor 15.6,Displays,1636.36,918
2349,DES-8931,Monitor Riser Ergonomic,Furniture,666.72,817
2350,RAI-1550,Internal HDD,Storage,641.35,407
2351,DES-2869,Standing Desk,Furniture,690.13,706
2352,GAM-2352,All-in-One,Computers,1139.53,306
2353,PRO-4665,Curved Monitor 34,Displays,1673.63,219
2354,EXT-7759,WiFi Extender 16-Port,Networking,466.46,165
2355,ARM-8414,Footrest,Furniture,310.46,223
2356,MIN-4418,Ultrabook 14,Computers,1737.91,943
2357,SSD-9771,External HDD 8TB,Storage,345.54,684
2358,PRI-7838,Wireless Mouse,Peripherals,102.52,318
2359,PRI-8658,Printer,Peripherals,383.11,846
2360,KVM-9749,Mouse Pad Pro,Accessories,399.89,964
2361,SOU-2894,Earbuds,Audio,65.59,201
2362,MIN-3780,Mini PC,Computers,2960.6,408
2363,WEB-2679,Numeric Keypad,Peripherals,116.42,922
2364,CHR-1158,Tablet Pro,Computers,1358.77,494
2365,GAM-6496,Ultrawide Monitor 43,Displays,794.06,328
2366,CHI-6614,Desk Organizer Electric,Furniture,599.57,847
2367,HDD-4125,SSD,Storage,777.22,72
2368,SOU-8240,Wireless Headphones,Audio,289.37,441
2369,TAB-1709,Trackball Mouse Wireless,Peripherals,644.45,957
2370,GAM-1955,Portable Monitor 27,Displays,973.76,696
2371,AMP-4214,Bluetooth Speaker,Audio,34.73,617
2372,ULT-6207,Curved Monitor,Displays,1646.16,724
2373,AIO-2409,Gaming Laptop 21,Computers,1225.72,80
2374,RAM-5206,Fan Controller 1000W,Components,1008.97,12
2375,KEY-5268,Video Capture Card RGB,Peripherals,566.03,220
2376,MEM-6609,USB Flash Drive 512GB,Storage,199.67,642
2377,POR-5891,Mini Projector 27,Displays,1026.9,59
2378,PRO-6524,Curved Monitor 49,Displays,1701.93,300
2379,CHA-3579,Wireless Charger Portable,Accessories,130.33,659
2380,CAB-4300,Ethernet Cable,Networking,385.28,850
2381,CAS-8197,Laptop Bag,Accessories,299.35,776
2382,MON-509,Projector,Displays,1400.69,149
2383,ULT-6723,Ultrabook 27,Computers,1793.22,702
2384,SOU-5705,Studio Microphone Plus,Audio,465.63,203
2385,AMP-1370,Bluetooth Speaker,Audio,128.58,173
2386,MIC-3253,Speaker 5.1,Audio,164.15,322
2387,EXT-7264,WiFi Card 16-Port,Networking,31.2,288
2388,ULT-9142,Ultrawide Monitor,Displays,1561.2,548
2389,EXT-3719,WiFi Extender,Networking,294.59,71
2390,RAM-3538,DDR4 RAM,Components,1094.66,34
2391,GAM-5700,Ultrabook,Computers,2164.56,103
2392,PEN-4749,Wireless Mouse,Peripherals,333.78,174
2393,DES-6500,Office Chair,Furniture,333.39,46
2394,CHI-912,Monitor Riser,Furniture,566.86,893
2395,CUR-2254,Touch Monitor 21,Displays,1638.75,799
2396,SWI-1840,Modem,Networking,71.38,474
2397,HUB-6761,KVM Switch,Accessories,67.4,793
2398,CPU-6910,AIO Cooler 16-Core,Components,1152.69,202
2399,FOO-5880,Monitor Riser Ergonomic,Furniture,778.88,157
2400,USB-2756,NAS HDD,Storage,899.18,503
2401,FAN-1246,PC Case 32GB,Components,733.0,249
2402,CSE-3294,Fan Controller,Components,1382.63,844
2403,HDD-8956,RAID Enclosure,Storage,182.6,292
2404,MIC-8197,Bluetooth Speaker,Audio,445.9,237
2405,CSE-5796,AIO Cooler 16GB,Components,283.17,414
2406,PRO-4523,Ultra Monitor 24,Displays,447.4,311
2407,MON-905,Portable Monitor,Displays,1279.5,120
2408,TAB-064,Convertible Laptop,Computers,1814.08,809
2409,WEB-3148,Trackball Mouse,Peripherals,246.86,77
2410,GAM-7703,Monitor,Displays,1540.93,349
2411,CAB-2255,Powerline Adapter,Networking,130.37,593
2412,MOU-5667,Wireless Keyboard,Peripherals,455.73,227
2413,MAT-3575,Gaming Chair,Furniture,704.4,197
2414,KEY-9000,Stylus Pen Pro,Peripherals,624.81,451
2415,EAR-7912,Bluetooth Speaker RGB,Audio,573.29,485
2416,PEN-5374,Video Capture Card,Peripherals,440.19,72
2417,TAB-4168,Numeric Keypad RGB,Peripherals,303.99,177
2418,FOO-1084,Armrest Racing,Furniture,469.0,62
2419,DES-1320,Chromebook,Computers,2158.15,330
2420,RAI-442,Internal HDD,Storage,688.6,338
2421,ARM-8551,Armrest,Furniture,120.71,89
2422,CLN-849,Card Reader,Accessories,259.85,113
2423,WOR-774,Tablet Pro,Computers,612.28,8
2424,SCA-4792,Gaming Mouse,Peripherals,416.49,93
2425,PEN-8980,Stylus Pen,Peripherals,311.71,269
2426,PAD-398,Mouse Pad,Accessories,150.81,154
2427,BAG-8920,Mouse Pad Pro,Accessories,255.79,197
2428,FOO-4342,Desk Mat,Furniture,639.52,431
2429,SPE-8775,Bluetooth Speaker,Audio,371.16,968
2430,SWI-1599,USB Adapter,Networking,176.0,169
2431,MAT-1916,Standing Desk Racing,Furniture,535.75,33
2432,LAP-6712,Mini PC,Computers,851.44,667
2433,MIN-3344,Gaming Laptop,Computers,2880.83,489
2434,SSD-3868,SSD,Storage,583.41,443
2435,CPU-6883,CPU Cooler,Components,709.95,138
2436,FOO-8091,Standing Desk Adjustable,Furniture,353.87,267
2437,CHI-3408,Desk Mat,Furniture,662.75,65
2438,CAB-1697,HDMI Splitter,Accessories,290.59,270
2439,FOO-3984,Gaming Chair Ergonomic,Furniture,777.02,863
2440,CLN-5678,Charging Station Pro,Accessories,95.09,637
2441,SSD-6370,Internal HDD,Storage,516.23,885
2442,MOU-8251,Mechanical Keyboard,Peripherals,91.3,154
2443,MAT-9963,Monitor Riser,Furniture,540.38,293
2444,MAT-2364,Gaming Chair,Furniture,212.75,337
2445,AMP-8393,Amplifier,Audio,395.94,197
2446,POR-6286,Curved Monitor 21,Displays,167.27,816
2447,SCA-5277,Wireless Mouse,Peripherals,318.2,358
2448,SSD-7657,SD Card,Storage,609.77,858
2449,RAI-655,Internal HDD 512GB,Storage,459.78,930
2450,FOO-2847,Desk Mat,Furniture,122.32,181
2451,CHR-1596,Gaming Laptop 13,Computers,2540.3,637
2452,SPL-6978,Cable,Accessories,19.45,161
2453,CHI-5133,Monitor Riser,Furniture,95.42,829
2454,CUR-7667,Portable Monitor,Displays,1908.36,285
2455,EAR-6130,Soundbar 2.1,Audio,589.41,286
2456,SPE-3652,Wireless Headphones,Audio,330.04,429
2457,DES-9151,Footrest Manual,Furniture,663.19,66
2458,RAM-6053,DDR4 RAM 4-Core,Components,147.79,908
2459,ULT-6134,Convertible Laptop,Computers,603.72,417
2460,MAT-3994,Armrest,Furniture,189.79,310
2461,CAP-1643,Video Capture Card Wireless,Peripherals,200.64,985
2462,MOU-5635,Numeric Keypad Plus,Peripherals,356.9,24
2463,MAT-044,Office Chair,Furniture,778.91,670
2464,SWI-1785,Modem 16-Port,Networking,67.92,258
2465,WEB-2751,Ergonomic Mouse,Peripherals,421.06,941
2466,POR-3409,Touch Monitor,Displays,1406.06,539
2467,FOO-7980,Standing Desk,Furniture,242.57,435
2468,DOC-8551,Tablet Holder,Accessories,372.44,653
2469,SWI-4151,Network Switch AX6000,Networking,496.67,550
2470,WEB-4346,Wireless Keyboard Elite,Peripherals,43.69,551
2471,MEM-9711,External HDD 2TB,Storage,525.16,796
2472,MAT-5581,Desk Organizer,Furniture,381.24,177
2473,PAD-575,Tablet Holder Pro,Accessories,84.37,642
2474,CUR-2094,Projector,Displays,1691.67,428
2475,RAM-1234,Case Fan,Components,348.49,536
2476,MOT-5038,Motherboard 16-Core,Components,842.03,244
2477,CHR-3305,Creator Laptop,Computers,540.65,87
2478,AIO-8272,Mini PC,Computers,2236.08,449
2479,CAB-4743,WiFi Extender AC1200,Networking,20.12,181
2480,SSD-1664,NVMe SSD 512GB,Storage,525.75,505
2481,SOU-4070,Soundbar,Audio,429.78,39
2482,DES-1069,Desk Organizer,Furniture,85.52,386
2483,COO-2421,Fan Controller,Components,530.97,721
2484,CSE-3708,Case Fan 8-Core,Components,944.75,715
2485,FAN-2634,PC Case 8GB,Components,630.87,957
2486,HEA-5753,Subwoofer Premium,Audio,155.63,889
2487,LAP-3504,Business Laptop,Computers,580.76,128
2488,TAB-5593,Mouse,Peripherals,573.06,561
2489,WRI-4833,USB Hub,Accessories,40.22,809
2490,TAB-4842,Gaming Mouse,Peripherals,606.26,929
2491,KEY-7080,Keyboard,Peripherals,684.4,758
2492,SWI-6611,Network Adapter,Networking,309.9,19
2493,BAG-7759,Laptop Stand,Accessories,370.03,652
2494,MON-3051,Ultrawide Monitor 49,Displays,942.57,973
2495,PSU-8088,Thermal Paste,Components,957.26,650
2496,SOU-1655,Studio Microphone,Audio,334.33,872
2497,PSU-3805,Graphics Card,Components,1095.19,342
2498,SSD-7735,USB Flash Drive,Storage,415.44,684
2499,SOU-5864,Bluetooth Speaker 5.1,Audio,295.9,935
2500,ADU-7808,Network Switch AC1200,Networking,490.84,157
2501,AIO-6219,Mini PC 21,Computers,1993.6,870
2502,AMP-7369,Wireless Headphones,Audio,267.43,24
2503,RAM-3728,Case Fan,Components,45.73,251
2504,MAT-342,Armrest Adjustable,Furniture,229.97,497
2505,CSE-8085,Graphics Card,Components,44.27,812
2506,TAB-336,Wireless Mouse Standard,Peripherals,621.64,462
2507,TAB-5895,Tablet Pro 14,Computers,1384.04,288
2508,HEA-6614,Microphone,Audio,86.98,47
2509,AMP-976,Subwoofer 5.1,Audio,542.32,325
2510,PEN-8063,Stylus Pen Plus,Peripherals,92.81,209
2511,CSE-5455,CPU Cooler 64GB,Components,771.24,654
2512,ADU-6474,Powerline Adapter AX3000,Networking,321.37,604
2513,SWI-7273,Mesh WiFi,Networking,235.85,730
2514,CAP-9863,Printer,Peripherals,617.43,879
2515,CAB-099,Powerline Adapter AC1200,Networking,330.51,446
2516,CPU-2451,DDR4 RAM,Components,70.85,7
2517,ARM-6214,Footrest Adjustable,Furniture,571.36,960
2518,ARM-8145,Footrest,Furniture,740.5,50
2519,SOU-4058,Studio Microphone RGB,Audio,588.72,484
2520,CHI-4389,Standing Desk,Furniture,561.63,733
2521,PRO-3574,Monitor 32,Displays,1232.51,826
2522,TAB-5549,Keyboard,Peripherals,546.24,875
2523,MEM-449,SSD 16TB,Storage,189.45,268
2524,REA-3167,Wireless Charger,Accessories,391.16,800
2525,PRI-2614,Stylus Pen Compact,Peripherals,237.96,259
2526,MAT-8253,Office Chair Adjustable,Furniture,494.01,364
2527,CHI-7166,Desk Mat,Furniture,705.71,918
2528,GPU-533,Fan Controller,Components,1265.52,270
2529,MIN-1425,Laptop Pro 21,Computers,761.25,116
2530,CAB-6769,WiFi Card 16-Port,Networking,204.59,841
2531,FAN-3992,Power Supply,Components,697.13,118
2532,AMP-9167,Bluetooth Speaker RGB,Audio,198.81,201
2533,NAS-5256,Portable SSD 8TB,Storage,631.83,709
2534,POR-8141,4K Monitor,Displays,1163.34,934
2535,WOR-8241,Mini PC 13,Computers,1654.63,876
2536,CHI-8062,Armrest,Furniture,192.54,695
2537,TAB-1312,Wireless Keyboard,Peripherals,387.56,180
2538,ADU-6615,USB Adapter,Networking,459.62,983
2539,AMP-7167,Wireless Headphones RGB,Audio,523.95,661
2540,ULT-9511,Projector 27,Displays,1894.28,514
2541,AMP-4378,Bluetooth Speaker,Audio,458.66,163
2542,LIG-6023,Monitor Privacy Screen Wireless,Accessories,151.35,98
2543,MIN-5192,Ultrabook 13,Computers,2332.9,425
2544,WOR-5017,Laptop Pro,Computers,2269.06,826
2545,GAM-3082,Projector,Displays,1038.89,595
2546,ARM-9404,Footrest Adjustable,Furniture,123.44,955
2547,GAM-8863,Ultrabook,Computers,327.64,848
2548,TAB-8290,Scanner,Peripherals,598.21,754
2549,DES-8239,Student Laptop,Computers,715.89,155
2550,AMP-9268,Earbuds,Audio,515.47,163
2551,SSD-7886,Portable SSD,Storage,578.69,942
2552,FOO-3347,Office Chair Adjustable,Furniture,163.44,14
2553,MEM-3829,USB Flash Drive 16TB,Storage,67.39,914
2554,FAN-8260,CPU Cooler,Components,522.58,942
2555,MOT-4442,DDR4 RAM 650W,Components,799.31,835
2556,PRO-1544,Ultrawide Monitor 27,Displays,529.0,334
2557,ARM-2901,Gaming Chair,Furniture,170.4,599
2558,CHR-3819,Convertible Laptop,Computers,1840.06,391
2559,EAR-4292,Speaker,Audio,582.31,619
2560,HEA-5520,Microphone,Audio,544.19,588
2561,SSD-2070,Portable SSD 128GB,Storage,448.34,84
2562,SPL-7061,Cable Organizer Wireless,Accessories,284.58,233
2563,NAS-9204,NAS,Storage,666.6,339
2564,MEM-4138,External HDD,Storage,540.27,78
2565,LAP-7763,Mini PC,Computers,2804.54,42
2566,HDD-4674,SD Card 4TB,Storage,248.47,707
2567,PRO-1666,Touch Monitor,Displays,764.07,228
2568,PRO-2712,Monitor,Displays,1012.14,252
2569,MAT-2416,Standing Desk Ergonomic,Furniture,706.74,493
2570,LIG-8681,Cable Organizer,Accessories,361.5,224
2571,CLN-1182,Laptop Bag,Accessories,345.93,116
2572,FAN-2087,Motherboard 650W,Components,820.25,259
2573,RAI-4603,MicroSD Card 1TB,Storage,721.52,194
2574,KVM-6557,HDMI Splitter Wireless,Accessories,328.81,972
2575,POR-2454,Portable Monitor 34,Displays,619.9,157
2576,POR-1851,Projector,Displays,1751.08,572
2577,PAD-8847,Wrist Rest Premium,Accessories,330.61,144
2578,MOT-6957,Power Supply,Components,667.17,186
2579,ULT-4154,Gaming Monitor,Displays,1356.02,757
2580,PEN-595,Numeric Keypad,Peripherals,676.39,936
2581,AIO-5135,Chromebook,Computers,1063.59,13
2582,PRO-6856,Ultra Monitor,Displays,808.66,942
2583,ULT-5243,Mini PC,Computers,1497.14,709
2584,MOD-7237,Ethernet Cable,Networking,411.53,9
2585,PEN-7765,Wireless Keyboard Standard,Peripherals,563.2,243
2586,KEY-2151,Mouse,Peripherals,484.7,595
2587,SWI-3371,Mesh WiFi,Networking,200.69,640
2588,ARM-4714,Armrest Electric,Furniture,175.17,504
2589,MOT-2526,Graphics Card 64GB,Components,738.22,177
2590,MIN-4081,Chromebook 27,Computers,624.18,445
2591,WEB-994,Gaming Keyboard RGB,Peripherals,547.16,968
2592,USB-6440,NAS,Storage,167.68,921
2593,CAP-5272,Ergonomic Mouse Wireless,Peripherals,648.81,943
2594,TAB-447,Mini PC 27,Computers,1825.7,664
2595,SWI-3387,Network Adapter,Networking,135.58,8
2596,SCA-9081,Mouse,Peripherals,111.93,577
2597,SCA-7736,Scanner,Peripherals,273.06,316
2598,WRI-7114,Cable Organizer Portable,Accessories,47.33,579
2599,WEB-1168,Keyboard Standard,Peripherals,331.5,938
2600,HDD-2510,SSD,Storage,115.8,923
2601,WEB-1953,Wireless Keyboard,Peripherals,565.84,977
2602,MIN-1563,Business Laptop,Computers,1533.06,730
2603,COO-8179,Graphics Card,Components,1388.99,933
2604,GAM-2588,Laptop Pro,Computers,2607.75,98
2605,MON-640,Ultrawide Monitor 34,Displays,804.42,246
2606,KVM-6520,Laptop Stand Plus,Accessories,27.53,591
2607,EXT-5858,Powerline Adapter,Networking,77.14,836
2608,WOR-7663,Mini PC,Computers,1729.25,799
2609,CUR-3305,Touch Monitor 15.6,Displays,1607.51,403
2610,GAM-1971,Ultra Monitor 24,Displays,517.02,5
2611,PSU-1367,AIO Cooler 16GB,Components,906.35,763
2612,CPU-7638,Graphics Card,Components,580.18,124
2613,MOU-073,Gaming Mouse,Peripherals,474.76,184
2614,KEY-8101,Stylus Pen Elite,Peripherals,673.38,22
2615,GPU-3477,DDR4 RAM 1000W,Components,616.42,346
2616,CUR-3221,Ultra Monitor 27,Displays,797.83,386
2617,MIC-2703,Bluetooth Speaker Wireless,Audio,530.81,473
2618,EAR-8121,Desktop Speakers,Audio,561.65,752
2619,GAM-6747,Portable Monitor,Displays,1938.7,861
2620,EXT-2217,Ethernet Cable 16-Port,Networking,372.99,995
2621,PRO-345,4K Monitor 21,Displays,1445.71,374
2622,AIO-6441,Mini PC 11,Computers,2789.03,193
2623,USB-9997,NAS HDD,Storage,461.39,267
2624,WEB-4519,Gaming Mouse Pro,Peripherals,119.14,132
2625,CAB-1066,Cable Organizer Plus,Accessories,246.65,332
2626,SSD-9727,NVMe SSD,Storage,283.29,17
2627,KEY-1197,Printer,Peripherals,211.62,433
2628,FOO-7307,Monitor Riser Executive,Furniture,617.2,953
2629,CAB-8129,USB Adapter,Networking,159.68,143
2630,CPU-4332,Graphics Card 64GB,Components,974.26,334
2631,COO-3320,DDR5 RAM 8-Core,Components,587.62,734
2632,CHR-7388,Business Laptop,Computers,1058.91,60
2633,MON-8685,Ultrawide Monitor 43,Displays,407.61,839
2634,PEN-699,Stylus Pen Elite,Peripherals,685.47,639
